Name                                                                                                                            Stmts   Miss  Cover
/Users/impress.ai/venv/lib/python3.5/site-packages/django/test/signals.py                                                         122     92    25%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/test/testcases.py                                                       682    527    23%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/test/utils.py                                                           456    267    41%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/__init__.py                                                          7      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/base.py                                                            102     79    23%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/conf.py                                                             38     10    74%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/converters.py                                                       33      8    76%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/exceptions.py                                                        5      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/resolvers.py                                                       381    212    44%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/urls/utils.py                                                            32     26    19%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/__init__.py                                                         0      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/_os.py                                                             29     19    34%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/autoreload.py                                                     194    154    21%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/baseconv.py                                                        48     25    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/cache.py                                                          179    147    18%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/crypto.py                                                          33     20    39%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/datastructures.py                                                 151     82    46%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/dateformat.py                                                     194    137    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/dateparse.py                                                       50     37    26%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/dates.py                                                            7      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/datetime_safe.py                                                   58     42    28%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/deconstruct.py                                                     23      9    61%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/decorators.py                                                      89     46    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/deprecation.py                                                     53     34    36%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/duration.py                                                        28     23    18%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/encoding.py                                                       103     61    41%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/formats.py                                                        131    108    18%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/functional.py                                                     187     61    67%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/html.py                                                           185    138    25%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/http.py                                                           201    149    26%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/inspect.py                                                         28     19    32%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/ipv6.py                                                            19     14    26%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/itercompat.py                                                       6      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/log.py                                                             97     58    40%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/lorem_ipsum.py                                                     28     20    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/lru_cache.py                                                        1      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/module_loading.py                                                  47     16    66%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/numberformat.py                                                    42     38    10%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/regex_helper.py                                                   185    175     5%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/safestring.py                                                      33     19    42%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/six.py                                                            450    230    49%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/termcolors.py                                                      56     40    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/text.py                                                           208    160    23%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/timesince.py                                                       41     32    22%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/timezone.py                                                        95     53    44%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/translation/__init__.py                                           135     53    61%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/translation/trans_real.py                                         255    139    45%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/tree.py                                                            50     18    64%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/version.py                                                         54     24    56%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/utils/xmlutils.py                                                        20     11    45%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/__init__.py                                                         2      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/debug.py                                                          285    240    16%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/decorators/__init__.py                                              0      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/decorators/cache.py                                                20     11    45%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/decorators/csrf.py                                                 27      9    67%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/decorators/debug.py                                                21     13    38%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/__init__.py                                                 8      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/base.py                                                   105     55    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/dates.py                                                  325    223    31%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/detail.py                                                  79     54    32%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/edit.py                                                   114     65    43%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/generic/list.py                                                    99     68    31%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/i18n.py                                                           114     80    30%
/Users/impress.ai/venv/lib/python3.5/site-packages/django/views/static.py                                                          60     46    23%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/__init__.py                                                              18      2    89%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/_compat.py                                                               63     31    51%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/_identifier.py                                                            1      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/bccache.py                                                              161    118    27%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/compiler.py                                                            1142    991    13%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/defaults.py                                                              20      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/environment.py                                                          515    410    20%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/exceptions.py                                                            70     48    31%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/filters.py                                                              384    293    24%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/idtracking.py                                                           204    155    24%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/lexer.py                                                                351    230    34%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/loaders.py                                                              223    170    24%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/nodes.py                                                                453    241    47%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/optimizer.py                                                             17      8    53%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/parser.py                                                               644    585     9%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/runtime.py                                                              417    294    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/tests.py                                                                 52     25    52%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/utils.py                                                                310    215    31%
/Users/impress.ai/venv/lib/python3.5/site-packages/jinja2/visitor.py                                                               40     31    22%
/Users/impress.ai/venv/lib/python3.5/site-packages/markupsafe/__init__.py                                                         156     88    44%
/Users/impress.ai/venv/lib/python3.5/site-packages/markupsafe/_compat.py                                                           14      5    64%
/Users/impress.ai/venv/lib/python3.5/site-packages/pytz/__init__.py                                                               196    122    38%
/Users/impress.ai/venv/lib/python3.5/site-packages/pytz/exceptions.py                                                               6      0   100%
/Users/impress.ai/venv/lib/python3.5/site-packages/pytz/lazy.py                                                                   100     59    41%
/Users/impress.ai/venv/lib/python3.5/site-packages/pytz/tzfile.py                                                                  77     66    14%
/Users/impress.ai/venv/lib/python3.5/site-packages/pytz/tzinfo.py                                                                 178    126    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/tblib/__init__.py                                                              123     87    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/tblib/cpython.py                                                                38     17    55%
/Users/impress.ai/venv/lib/python3.5/site-packages/tblib/pickling_support.py                                                       17      7    59%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/__init__.py                                                               182    129    29%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/composer.py                                                                92     76    17%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/constructor.py                                                            461    358    22%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/cyaml.py                                                                   46     24    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/dumper.py                                                                  23     12    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/emitter.py                                                                838    769     8%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/error.py                                                                   58     48    17%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/events.py                                                                  61     32    48%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/loader.py                                                                  47     30    36%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/nodes.py                                                                   29     17    41%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/parser.py                                                                 352    312    11%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/reader.py                                                                 122    105    14%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/representer.py                                                            246    176    28%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/resolver.py                                                               134     97    28%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/scanner.py                                                                757    676    11%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/serializer.py                                                              85     70    18%
/Users/impress.ai/venv/lib/python3.5/site-packages/yaml/tokens.py                                                                  76     27    64%
---------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                                           50759  32456    36%
